,refexp
4462,oreiller dans le canapé du milieu à droite
4463,sol
4464,bâtiment en haut à droite c'est quoi ce visage omg
4466,arbres en haut à droite
4468,personne allongée
4469,arbres à gauche
4470,trottoir
4471,homme à gauche
4472,train
4474,les gens au sommet
4476,ciel
4477,ciel
4478,ciel
4479,bateau
4480,l'eau
4481,tresse
4482,l'eau
4483,sable
4484,ciel
4485,gens
4486,centre
4487,en haut à gauche
4488,le coin gauche du ciel
4489,partie inférieure de l'arbre au premier plan
4490,feuilles en bas à gauche
4491,espèce de machine jaune à droite
4492,n'importe où à cheval
4493,cheval
4494,cheval
4495,en bas à droite
4497,bâtiment de gauche
4498,gazon
4499,ciel
4501,animal
4502,des arbres
4503,homme à cheval
4504,cheval
4505,homme en blanc
4506,cheval
4507,cheval seulement
4508,montagne lointaine à droite
4509,cheval
4510,tente
4511,montagne en haut à droite
4512,colline à gauche
4513,herbe en bas à gauche
4514,ciel
4515,visage
4516,oiseau rouge
4517,mec
4518,plafond
4519,la chose en tissu rouge sur le dessus de la branche
4520,rouge au-dessus de la confusion de connexion
4521,oiseau
4522,haut de branche rouge
4524,perroquet rouge
4525,ciel
4526,fleurs
4527,horizon de la ville toutes les petites maisons
4528,bâtiments en arrière-plan
4529,bâtiment pointu en haut au milieu
4530,ciel
4531,en haut au milieu
4532,motard au milieu
4533,coin inférieur droit n'importe où
4539,gens
4540,montagne
4542,ciel
4543,bas
4545,voiture
4547,ciel
4548,boîte à déjeuner
4549,Dame
4552,sable
4553,fond jaune rt
4554,pingouins
4555,nuages ​​en haut
4556,Ouais
4557,sol en bas
4558,n'importe quel animal en haut
4559,ciel bleu
4560,tissu blanc à gauche
4562,en haut à droite
4563,chapeau
4564,en haut à gauche
4565,en bas à droite
4566,ciel
4567,trottoir près de l'eau
4568,coin inférieur gauche
4569,fille
4570,n'importe quelle fille
4571,visage gauche
4572,visage à droite
4573,dame à l'arrière
4575,fond d'eau
4576,ciel
4577,montagne
4578,des arbres
4579,neige au premier plan
4580,montagnes en arrière-plan
4581,Lac
4582,ciel
4583,roue de vélo
4584,chemin de terre
4585,bicyclette
4586,arbres à gauche
4588,ciel
4589,coin supérieur rt
4590,bicyclette
4591,motard
4592,arbre de gauche
4593,arbres à droite
4594,ciel
4595,en bas au centre du sol
4596,haut de la maison
4597,visage de filles
4598,gens
4599,ciel
4600,visage d'homme
4601,mec
4602,visage gauche
4603,femme
4604,ciel
4605,homme
4606,rocher en haut à gauche
4607,homme au milieu
4608,coin supérieur droit
4609,visage gauche
4610,blanche
4611,rouge
4612,espèce d'arbre vert
4613,gens
4614,visage de la personne du milieu
4615,personne intermédiaire mais cliquez sur la chemise
4616,les mains de la dame à gauche
4617,gens
4618,visage d'enfant
4620,Dame en rouge
4621,enfant à droite sa veste
4622,en haut à gauche
4623,garçon à droite
4624,première photo sur le mur arrière de la lumière gauche
4627,table
4629,la peinture à gauche
4631,peinture sur le côté gauche de la photo
4632,coin gauche
4633,tasse
4634,la photo à l'extrême gauche avec des feuilles
4635,lumière
4636,deuxième tableau en partant de la gauche
4638,image de gauche
4639,photo à côté de la lumière à gauche
4640,à gauche peinture
4641,photo en haut au milieu photo la plus haute
4642,mer
4643,eau devant sauf le bateau
4644,maison d'oprah
4645,cliquez n'importe où
4646,punaise
4647,le coin inférieur droit
4648,la feuille de cactus en bas à droite
4649,n'importe où sur l'image
4650,cactus
4651,juste lécher n'importe où ! MDR
4652,en haut
4653,partout
4654,feuille au milieu petit duvet
4655,feuille de cactus d'extrême droite
4656,n'importe où sur la photo
4657,punaise
4658,cactus rouge
4659,feuille en bas à droite
4661,l'eau
4664,l'une des personnes en bas
4665,plage de droite
4667,ciel en haut à gauche
4668,personne
4670,fenêtre de gauche
4671,sol
4672,milieu de mur de briques
4673,porte marron en bas à droite
4674,fenêtre en haut à droite
4675,ce requin qui a l'air d'enfoiré
4676,partie inférieure de couleur blanche des roches
4677,ciel
4678,les montagnards
4679,ciel
4680,mec au milieu
4681,dame à gauche
4682,personne en bleu à droite
4683,le plus à droite avec chapeau
4684,l'eau
4685,buisson vert
4687,chaise rouge coin gauche
4688,chaise rouge avant gauche
4690,brouillard
4691,roue du bas à l'extrême gauche
4692,vélo jaune
4693,j'ai compris
4694,vélo blanc côté droit
4695,vélo gauche face à nous
4697,vélo deuxième en partant de la droite
4698,personne à vélo
4699,vélo appartenant à 14
4700,fille en violet devant gauche
4701,tête de fille chemise jaune
4702,tapis en bas à gauche
4703,table blanc
4704,professeur en arrière-plan
4705,le gamin à la chemise rayée dos à la caméra
4706,bicyclette
4707,bicyclette
4709,ciel
4710,visage un peu violet de personne
4712,herbe en bas à gauche
4714,ciel
4715,signe bleu favorise
4716,mur
4718,En bas à gauche
4719,mur
4720,le mur de briques
4721,ciel
4722,le mur
4723,n'importe quel rocher
4724,mur
4726,imeuble
4727,ciel en haut à gauche
4728,cendrier par poteau blanc
4729,plantes à gauche
4730,mur blanc sous l'escalier
4731,mur blanc à droite
4732,chapeau bas mec tient
4733,groupe
4735,garde-corps noir gauche
4737,sol en bas
4739,bas
4741,enfant à droite
4742,visage d'enfant au milieu au fond
4743,enfant à gauche son visage
4744,visage enfant à droite
4745,fenêtre en haut à droite
4746,visage d'enfant en haut au centre
4747,le visage du garçon du milieu inférieur
4748,la fenêtre au milieu à l'arrière
4749,visage de garçon à gauche
4750,garçon à gauche
4751,enfant avec 2001
4753,garçon en haut à gauche
4754,visage devant au milieu
4755,chaise dans le coin droit
4756,abat-jour en bambou au fond
4757,chaise avant
4758,tasse blanche deuxième en partant de la droite
4759,mug côté gauche le plus proche de la caméra
4760,coin supérieur gauche
4761,personnes à gauche de la table
4762,mug blanc à la première personne sur la main droite
4763,la fenêtre
4765,gars en coupe de vestes noires
4767,dame à carreaux
4768,table
4769,points au milieu bleus
4770,chaise
4771,bouteilles sur le mur du fond près du haut
4772,tasse
4773,la zone vide où il n'y a personne sur le côté gauche
4774,femme en blanc en bas à gauche
4775,ciel vide
4776,arbre quatrième en partant de la droite
4777,arbre du milieu légèrement à gauche
4778,bas
4779,palmier le plus à gauche
4780,cinquième arbre en partant de la droite
4782,palmier le plus à droite
4786,animaux errants
4787,Le ciel
4788,palmier à l'extrême droite
4789,la gauche
4790,grand arbre à droite
4791,grand arbre à l'extrême gauche
4792,arbre à gauche
4793,troisième palmier à droite
4794,groupe de palmiers au centre de l'écran peu à gauche
4795,coin supérieur droit
4796,flèche blanche dans la plaque verte
4797,signe de salida
4798,lumière
4799,gens
4800,l'eau
4801,feuillage en haut à gauche
4802,ciel en haut à droite
4804,n'importe où au centre
4806,gens
4807,montagnes au fond
4808,ciel blanc en haut à gauche
4809,nuages ​​en haut à droite
4811,foin/herbe
4812,main qui agite
4814,eau à gauche
4815,les gars regardent
4816,chapeau
4817,homme
4818,des arbres
4819,main en bas
4820,visage d'homme
4821,toit rt
4822,colonne blanche
4823,chaise verte
4826,chambre à l'arrière
4828,table blanc en bas à droite
4830,sol gauche
4831,la chaise de gauche à la première table à droite
4832,coin supérieur gauche
4833,un camion
4835,côté droit
4836,eau tombant au centre de l'image
4839,cadre vert extrême gauche
4840,deuxième vélo à partir de la gauche
4841,mec à droite
4842,quatrième vélo en partant de la gauche
4843,vélo tout à droite
4844,le troisième vélo en partant de la droite
4845,voiture
4846,quatrième à partir du vélo à droite
4847,vélo droit
4848,vélo à l'extrême gauche
4849,sol en bas
4850,vélo le plus à droite
4851,personne au milieu
4852,homme en noir deuxième à partir de la droite
4853,personne tout à gauche
4854,vélo deuxième en partant de la droite
4855,troisième homme à vélo à partir de la droite
4856,vélo à droite
4857,montagne de terre
4858,troisième vélo en partant de la gauche
4859,personne deuxième à partir de la droite
4860,bas
4861,fille en rouge à gauche
4862,joueur frappant la balle
4864,à gauche l'eau
4865,eau à droite
4866,herbe verte près du centre inférieur de l'image
4867,ciel
4868,en haut à droite
4869,gens
4870,sol
4872,la fenêtre en bas à droite
4873,mur en bas à droite
4876,hôtel fontes w
4878,grande fenêtre à droite
4879,la fenêtre du bas à droite
4880,la fenêtre au-dessus du nom de l'hôtel
4881,portes à gauche
4882,fenêtre de droite
4883,fenêtre en bas à droite
4885,pôle central
4886,drapeaux
4887,ciel
4888,homme portant un chapeau rouge sur la deuxième à gauche
4889,femme la plus à droite
4890,personne à l'extrême gauche
4891,sol
4892,ou fille
4893,véhicule à gauche
4894,2personne à partir de la droite
4895,voiture à gauche
4896,femme à droite chapeau jaune
4897,chapeau vert mec le plus grand
4899,homme troisième à droite
4900,gars de gauche
4901,deuxième personne en partant de la gauche
4903,couronne
4904,gâteau
4905,le visage du gars
4906,chapeau de mickey
4907,femme
4908,palmier à gauche
4910,gens
4911,ciel
4912,arbre à droite
4914,en bas à gauche
4915,quatre roues
4916,arbres à l'extrême gauche
4917,mec devant
4918,ciel
4919,herbe tout à gauche en haut
4920,mec en jaune
4921,tout en bas de la route
4922,le coin inférieur droit du sol
4923,ciel
4924,espace vide sur la droite par les gars pantalons dans l'orange
4925,lumière en haut à droite
4927,trottoir à droite
4928,sol
4929,n'importe où dans le groupe
4932,arbre à gauche
4933,imeuble
4934,l'homme fait face à gauche
4935,homme en arrière-plan dans la chemise bleu-gris
4936,homme plus âgé avec barbiche
4937,bouteille avec étiquette orange
4938,bouteille d'eau sur le devant gauche
4939,visage seulement nana souriant en arrière
4940,dame à droite
4941,ce connard me donnant ce sourire funky sur le devant gauche
4942,les fenêtres
4943,bouteille avec étiquette orange
4945,nappe en bas à gauche
4946,bouteille orange
4947,verre de boisson à l'orange avant gauche
4949,bouteille de soda orange à gauche
4950,à droite napperon
4951,petite bouteille au centre du bas
4952,zone boisée sur la gauche
4953,marches vertes
4954,les structures en pierre au centre de l'image
4955,l'eau
4956,ciel
4957,gens
4958,main
4959,guitare
4960,chapeau
4961,la flûte de pan dans la bouche des gars
4962,clôture tout à gauche
4963,barres propres au deuxième homme en bas à gauche
4964,trois premiers piquets de clôture à gauche
4965,personne dans le groupe avec une chemise bleu clair sur
4966,vêtements noirs à gauche
4968,clôture à droite
4969,petite section de clôture à l'extrême gauche
4971,parapluie
4972,arbres à droite
4973,ciel
4975,snakd
4976,rochers en haut à gauche
4977,femme
4978,arbre maigre en haut à gauche
4979,rochers par tête de serpent à gauche
4980,saleté à gauche
4981,clôture en bois gauche
4982,rochers en bas à gauche
4983,coin supérieur gauche/bâtiment
4984,ciel
4985,mur blanc
4987,vélo en bas à droite
4988,arbres au milieu de la partie supérieure
4989,panneau jaune en haut à droite
4990,buggy sur la gauche avec quelques personnes dedans
4992,kart du milieu
4994,le chariot à droite
4995,pneus
4996,ciel en haut à gauche
4997,bicyclette
4998,route
4999,roue de vélo
5000,herbe droite
5001,arbres à gauche
5002,herbe à gauche
5003,mec
5004,arbres en haut à droite
5005,homme en blanc à gauche
5006,Jeans bleus
5007,l'eau
5008,ciel
5009,toute verdure
5010,petit arbre en arrière
5011,pierre avec croix dessus
5012,ciel à droite
5013,grand arbre
5014,gazon
5015,l'eau
5016,sain d'esprit sur le côté gauche
5017,personnes près de l'entrée de droite
5018,bâtiment blanc
5019,grand Edifice
5020,tee shirt enfant blanc avec parent et tee shirt mec milieu gauche rouge
5021,ciel à gauche
5022,saleté
5024,tout en haut à gauche dans le ciel
5025,petit mec tout en bas à gauche
5026,gars de la veste
5027,chemise blanche homme agenouillé
5029,homme agenouillé à gauche
5030,gens
5031,mec au premier rang à droite avec une barbe sur les genoux
5032,mec assis vêtu de noir
5033,mec à l'extrême gauche
5034,homme en noir agenouillé
5035,haut noir homme au premier rang
5036,la femme à la chemise rose à gauche
5037,personne la plus à droite femme
5038,haut du ciel
5039,sol plus sombre
5040,buissons à fleurs rouges
5041,le vase à l'extrême gauche
5042,ciel
5043,la petite plante en bas à droite de la photo
5044,mur tout à droite
5045,l'une des arches du centre du bâtiment
5047,oui mais pas aujourd'hui - pavé de diamants sur rt
5048,sol carrelé vers l'arrière
5049,l'arbre
5050,sol pavé jusqu'en bas à gauche où l'ombre frappe
5051,l'eau
5052,l'humain sur deltaplane
5053,bâtiment
5054,arbres dans le coin inférieur gauche
5056,gens
5057,grand bâtiment
5058,le bâtiment qui n'est pas grand
5059,ciel
5060,bonnets de neige
5061,bas
5062,tache blanche au bas de la ligne de montagne
5063,mur de falaise
5064,ciel
5065,cliquez au milieu de la mer
5066,bateau
5067,des nuages
5069,rideau bleu deuxième en partant de la gauche
5070,bleu le plus à gauche
5071,en haut à droite
5072,tuiles en bas à gauche
5073,le mec
5074,bois en haut à gauche
5075,gars sur camion
5076,la plus grande partie du signe
5077,sol
5079,des nuages
5081,camionette
5083,mec en t-shirt blanc
5084,ciel
5085,avion à gauche
5086,homme droit
5087,montagne
5088,arbres au sol arrière
5089,ciel
5091,le cheval!
5092,pièce métallique à droite
5094,éléments marron dans le coin inférieur gauche
5095,toit d'immeuble
5096,queue de cheval
5097,la personne à cheval
5098,personne debout
5100,arbres au fond à droite
5101,arbres en haut à droite
5104,gazon
5105,arbres en haut à droite
5106,grande structure qui s'éteint image
5107,arbre en haut à droite
5108,le stand de glaces
5109,arbres à droite
5110,hommes du milieu
5113,bâtiment
5114,très bas n'importe où
5115,l'eau
5116,personne
5118,mec en pantalon vert et chemise bleue (allons plus vite)
5119,amérindiens à gauche
5120,sol
5121,rat au fond
5122,visage devant
5123,lmfao la tête du bas
5124,en haut à droite
5125,couple à droite
5126,bâtiment en haut à gauche
5127,au sol en bas au centre
5128,ciel
5129,en bas à gauche
5130,branche brun blanc en haut à droite
5131,tige verte
5132,rose
5135,ciel
5136,voiture blanche
5138,plus loin en blanc
5139,femme près de nous
5141,arbre tout à gauche
5142,en bas à droite
5143,en haut à droite
5144,l'étang carré en bas à droite
5145,ciel très haut
5147,poncer le coin inférieur droit
5148,l'eau
5149,serviette
5150,personne
5153,ballon
5155,garde-corps noir très haut
5157,jouet
5158,Chapeau de Fête
5160,zone autour du haut de la bouteille
5161,Bouteille 7up sur table
5162,gâteau
5163,chaise en bas à gauche
5164,arbre à droite
5165,personne
5168,chose bleue près du pantalon
5169,ballon bleu
