	refexp
4756	left most back girls face
4757	yupo
4758	water on right
4760	grass right
4761	sidewalk bottom
4762	sky
4763	wow grass left
4764	trees in the background
4766	fireworks
4767	black sky in the right corner
4768	grass bottom cneter
4769	you had it green trees closes to us
4771	lake
4772	the beach off the dock 
4773	sky
4774	tree far left foreground
4775	the water on the left
4776	grass
4778	tall building right
4779	building right
4780	sky
4781	boy
4782	face
4783	the sexiest person here
4785	woman in tan right side
4786	girl in black jacket
4787	woman in black jacket
4788	any person
4789	streetlight
4790	lady in glasses looking at camera
4791	building
4792	man far right
4793	mtg woman in center with glasses and black zip up
4794	bald man in blue
4795	black shirt khaki pants lady
4796	woman in black
4797	guy with black backpack looking right
4798	sky
4799	blue shirt arm raised  right side
4800	kid in white
4801	building to the right
4802	sidewalk lower right
4803	dirt bottom left corner
4804	blue right child
4806	green hat on girl with pink shirt
4807	pink kid
4808	green hat right
4809	second window from right
4810	curtain on far left
4811	people on the left
4812	curtains on right
4813	second person from right
4814	middle support
4815	third person from the right
4816	right most person
4818	the people on the left
4819	window on right
4821	blue pants girl to center-right
4822	floor
4823	kid on far right
4825	kid with white shirt center
4826	blue wall
4827	girl in pink face
4828	face of woman with white shirt sitting
4829	pink
4830	left child
4831	white tree truck tree in center of 3 white tree trunks
4832	very very bottom
4835	left
4836	left big tree
4838	light pole on left
4839	laps on right
4843	top right
4844	sky top left
4845	building left to the blue one
4846	white fountain to the right
4847	kid in flower dress
4848	two kids on left
4849	table
4850	ground right
4851	jesus picture
4852	paintin on wall
4854	danny she has hands on her hips
4855	person with blue hat
4856	greenery outside window
4857	top left corner tile wall around person 
4858	wall right side
4859	person wearing hat
4861	floor bottom left
4862	wall right
4863	the yellow thing on the left middle full of spiders
4864	person on wall in the back to the left
4866	table top
4868	stove buttons
4869	bottom right chair
4871	table top
4872	spice rack by stove
4873	blue cup on back counter
4874	chair bottom right
4875	the pot on the stove
4876	microwave
4877	chair at btm r
4878	seat nearest us
4879	the cabinets up top
4880	chair an left near stove
4881	stovetop fan
4882	the top of the table
4883	coffee maker
4884	the red white handing towel
4887	spice rack
4889	table
4890	cabinets lower right
4891	rightmost chair
4892	table
4893	white chair bottom right
4894	over
4895	top of table
4896	white char just top is showm
4897	building
4898	sky
4899	lower right corner
4900	water bottom left
4901	waterfall in the center of the pic
4902	white water
4903	water in top left
4904	any of the trees
4905	sand
4906	two men on left
4907	water only on rt
4909	dude right
4911	sky (sorry about those others)
4912	the wet sand
4914	rock hawk is perched on
4915	bird
4916	the sky
4917	tallest bottle
4918	man on far left
4919	tallest beer bottle
4921	yellow shirt
4923	water bottle far right
4924	the wall
4925	face
4927	yellow thing
4928	bottle of vodka
4929	brick wall
4930	dead body
4931	person's face on right side who's barely in the frame
4932	far left --tin covers window
4933	blue hat
4934	any person
4935	cap the guy w/ red backpack (cap only)
4936	red fence
4940	brick wall left
4941	top right corner
4942	right area house after the face of the boy
4943	dirt rt of kid
4944	kid
4946	road to the right
4947	bush far left
4948	sky
4949	mountains
4950	bike on left
4951	sand
4952	right bike
4953	pavement
4954	car
4955	wall of building
4956	man in front
4957	the grass bottom of screen
4960	the castle looking thing
4961	sky top 
4962	sky top left
4963	bush bottom left
4964	bushes bottom right very bottom
4965	car in middle
4966	tree on the left
4967	partial bldg on rt
4968	patch of road on the left side
4969	white part of sky
4970	cities in the background
4971	sidewalk in front
4972	statue
4973	bushes on right
4974	statue only the person
4975	right palm tree
4976	statue
4977	statue
4978	statue
4979	sky
4980	rail at bottom
4981	on left side
4983	the fence near the street
4985	statue on top
4986	statue
4987	hills
4988	road
4990	ground bottom of photo
4991	the dirt road on the left
4992	right dark windowglass 
4993	house front right
4994	trees in the middle left 
4995	road
4996	bottom middle
4997	house on the farthest left
4998	bottom left house
4999	dirt road
5000	building on left
5001	palm trees right
5003	building left
5004	house on left
5007	the dirt 
5008	leaves middle
5009	tree trunk left
5010	tree trunk of the big tree on the right
5011	right most building
5012	*its
5013	tree in the top center
5014	upper middle leaves
5015	upper middle bunch of foliage
5016	tree in the center of the pic
5017	tree oleaning in middle
5018	bush on the very right
5022	blue sky
5023	man
5024	water immediatly to the elft of guys shoulder
5025	jacket
5029	bottom left corner on water
5031	face
5032	water bottom left
5036	big clouds
5038	cloud
5039	group of people
5041	van
5042	the trees
5043	house on the top right
5044	sky very top
5045	bottom
5046	water lft
5048	house in the back on the right
5049	ground
5050	ppl
5051	green bldg
5052	ground right front
5053	glass windows (2 of them) on yellow building
5054	on left
5056	bottom right corner of pic
5057	bottom right
5058	ground 
5059	sky
5060	the ground
5062	snow on floor
5063	sky
5064	tree front second from right
5065	tree second from left
5066	2nd tree from left
5067	leftmost tree
5068	middle tree
5069	tree farthest right 
5070	building
5071	second tree 
5072	second pine tree from left
5073	the chair with the yellow crap on it
5074	sky
5076	top of whatever that thing is lol
5077	palm trees on the right
5078	deck chair with yellow towel
5079	yellow towel
5081	center blue chair
5084	the chair with the yellow towel on it
5085	chair with yellow and blue
5086	woman bottom
5087	top right corner
5088	ceiling white light
5090	guy in blue with stripes
5091	shelves on far right
5092	ceiling at top
5093	person in yellow
5095	woman left blue shirt
5098	the square table on the lower left
5100	tall lampost onb right
5103	house on left
5104	groundddd
5105	the clouds top middle
5106	sidewalk on the right side 
5107	the group of people
5109	tree on right
5111	mountains in back
5112	road on right
5113	sky
5114	tree in the middle
5115	white vehicle
5116	man in front
5117	cloud only upper right
5118	fence
5119	house
5120	tallish tree far right
5121	very top left sky
5122	sidewlk corner
5123	street bottom
5124	top right corner
5125	book front right
5127	plaid shirt 
5129	boy in the bottom right corner wearing orange
5130	far right window
5131	the desk in the bottom left corner
5134	girl bottom rt
5135	dios es 
5136	kid in green sweater sleeveless
5137	boy in green at desk
5138	floor
5139	girl with cross suspenders in middle
5140	orange hoody kid's head
5141	the girl on the right we only see her shoulder/head
5142	boy in green vest white sirt
5143	people near blackboard
5144	kid in yellow center overalls
5145	chalkboard
5146	lightest part of picture right hand side
5147	left
5151	carpet to the left
5152	top left wall
5153	center long wall of patterns
5154	person bottom right blue
5156	bottom left
5157	top right clothes
5158	person in white
5159	left tree
5160	plain brown area at bottom of pic
5162	stone wall right side
5163	thee deer
5164	greenery in top right
5166	white car
5167	road
5168	2nd window/ long one from the left
5169	grass
5170	clouds at top right
5171	set of the windows on the far right top of the building
5172	red car
5173	god damn soul again 
5175	cloud top left
5176	the road
5177	building
5178	green
5179	cloud
5180	blue sky
5181	brown foreground left
5182	middle clouds
5183	the long bridgewhatever the long thing with ridges is
5184	sky
5185	2nd parasail from the left
5186	sky
5187	grind
5188	white water closer to bottom
5189	ocean left near the riders
5192	middle surffer
5193	gravel at bottom
5194	mountains at the top right
5195	man
5196	sand bottom right
5197	shack 
5198	front center guy
5200	hill on far right
5201	pile of rocks - either
5202	boy with red pants
5204	sky
5205	right guy of the front 3
5206	trees on right
5207	empty bench
5208	the man bottom right
5209	sky space on right
5210	bottom middle
5212	building
5213	big statue
5214	tree left
5215	pile of junk on the left side half way up
5216	man in white in the back 
5217	branches bottom right
5219	lower
5221	guy in white standing in the back
5222	man with blue shirt sitting indian style
5226	dude on right with no shirt
5227	water bottle on the left
5229	white shirt person
5230	man in white shirt
5231	dark night sky top left
5232	woman in black
5234	bowl or something by red shorts man's feet
5237	!the whole statue 
5238	sidewalk
5239	very top right
5240	street road
5242	blanket() on the gal in red
5244	the yellow thing on the bottom left 
5245	yellow cup on cooler
5246	gray cap of man in plaid
5247	cloth
5248	sky
5249	waves breaking
5250	white bottle front
5251	blue cooler on left
5252	sand
5257	blanket of red sweater person
5258	cloth on ground right
5259	blue towel lower center
5260	any one
5263	big man on left
5264	man in tan jacket
5265	ground in bottom left
5266	man in red jacket
5267	person farthest right
5269	sky
5270	the couple on left
5271	man pointing wearing blue
5272	middle person in black
5273	black jacket guy
5274	big building
5275	white building on very left
5276	man in blue jeans
5277	middle pointing
5279	man in white
5280	lower right corner
5281	trees
5282	sky
5283	bottom of pic
5284	statue
5285	wall upper left
5286	bottom
5287	face
5288	person's right hand
5289	person
5290	bottle
5293	sky
5294	horse
5295	girl
5296	horse
5297	horse
5298	green grass
5299	horse
5300	horse
5301	the entrance to the palace
5302	right sky
5303	door of the taller building
5304	the building on the left with the bells
5305	left tower
5306	shorter side of the building
5307	sky
5308	tower on right top
5309	the tree to the left
5310	flower patch infront
5311	palm tree left
5312	the grass on the very bottom
5313	flowers front
5314	big tree right
5315	sky middle
5316	sky
5317	ocean
5318	face of man second from left
5319	face only girl kneeling
5320	person far left in yellow
5321	boy right
5322	trees in the top right corner
5323	the grass on bottom left corner
5324	guy and kid on right
5326	guy native middlle green shirt
5327	ground 
5328	murica
5329	left most yellow flag
5330	flag far right
5331	light blue flag
5332	garage door
5333	pavement bottom right
5334	american flag
5335	dark blue flag
5336	the tree to the right
5337	sky upper left corner
5338	american flag
5340	lower right bushes
5341	american flag
