	refexp
4338	right side of the building
4339	car lower right
4340	sidewalk
4341	sky
4342	with lights
4343	the people on the sidewalk
4344	car
4346	sky
4347	top of stone opening on the left
4349	floor left bottom
4350	plants
4351	ground
4352	sky
4353	sky top
4354	tree
4355	the goat at the front
4356	muntain
4357	low left
4359	animal on top right
4360	person
4361	table
4362	the tan coffee mug in the very center of the table
4364	top
4365	blue thing in very back
4367	bottle on left being held by woman with dark blue
4368	the guy at the far back of the table
4369	any person except the backmost
4370	top left
4371	red bottle
4372	fence
4374	signs
4375	blue truck
4376	sky top right
4377	bike
4378	ground front left
4379	person
4380	church
4381	sky
4382	smalll house in back
4383	tree left
4384	leftmost water
4385	sand
4386	the umbrella farthest to the right
4387	buildings on right
4388	white umbrella at the center
4389	water far left
4390	cityscape on left side
4391	sky
4392	the closest mountain on the left
4393	sand
4394	the top part of the sign
4395	sky
4396	mountain/left
4397	hill
4398	sky on left
4400	waterfall
4401	sky
4402	bottom left corner
4403	center
4404	sky top left corner
4405	man on left in tan sweater
4406	bus
4407	red guy in middle
4408	bus
4409	the 2 people on the very right
4410	sky
4411	ground bottom right
4412	person with blue jacket/shirt and khaki pants
4413	bushes left
4414	sky
4416	mountains
4417	water to right in pool
4418	rock right
4420	waterfall
4421	white sky
4422	left group
4423	trees
4424	people on right
4426	any part of table
4427	plate front left
4428	man at head of table
4429	guy on the left in the black shirt
4430	row of 4 people on left
4431	the bottom right most dish
4432	yellow bowl on table
4434	gray shirt left
4435	red and blue bowl on the top of table
4436	man in black in the lower left
4437	1st person rt side
4438	girl on right with red shirt
4439	person in black front left
4442	chalkboard
4444	desk of little girl on bottom middle
4445	open book in middle
4447	book middle one
4448	desktop left bottom corner
4450	book by purple
4452	white paper bottom left
4453	open book middle back
4455	left upper corner
4456	whatever that neon like green thing is by the women in the back
4457	paper far left
4458	book bottom/middle
4460	with blue paper
4461	people
4462	pillow in middle couch right one
4463	ground
4464	building top rightwtf is that face thing omg
4466	upper right trees
4468	person laying down
4469	trees on left
4470	sidewalk
4471	man on left
4472	train
4474	people on top
4476	sky
4477	sky
4478	sky
4479	boat
4480	water
4481	tress
4482	water
4483	sand
4484	sky
4485	people
4486	center
4487	top left
4488	the sky left corner
4489	bottom part of the tree in the forground
4490	bottom left leaves
4491	yellow machine thing on right
4492	anywhere on horse
4493	horse
4494	horse
4495	bottom right
4497	left building
4498	grass
4499	sky
4501	animal
4502	trees
4503	man on horse
4504	horse
4505	man in white
4506	horse
4507	horse only
4508	distant mountain on right
4509	horse
4510	tent
4511	mountain top right
4512	hill left 
4513	grass on bottom left corner
4514	sky
4515	face
4516	red bird
4517	guy
4518	ceiling
4519	the red cloth thing on the top of the branch
4520	red on top of log in muddle
4521	bird
4522	red top of branch
4524	red parrot
4525	sky
4526	flowers
4527	skyline of city all the little houses
4528	buildings in background
4529	pointy building at top middle
4530	sky
4531	top middle
4532	biker in the middle
4533	bottom right corner anywhere
4539	people
4540	mountain
4542	sky
4543	bottom
4545	car
4547	sky
4548	lunch box
4549	lady
4552	sand
4553	yellow bottom rt
4554	penguins
4555	clouds up top
4556	yep
4557	ground at bottom
4558	any animal up top
4559	blue sky
4560	white cloth left
4562	top right
4563	hat
4564	top left
4565	bottm right
4566	sky
4567	sidewalk close to water
4568	bottom left corner
4569	girl
4570	any g irl
4571	left face
4572	face on right
4573	lady in the back
4575	water bottom
4576	sky
4577	mountain
4578	trees
4579	snow in foreground
4580	mountains in background
4581	lake
4582	sky 
4583	bike wheel
4584	dirt trail
4585	bike
4586	trees left
4588	sky
4589	rt top corner
4590	bike
4591	biker
4592	left tree
4593	right trees
4594	sky
4595	bottom center ground
4596	top of house
4597	girls face
4598	people
4599	sky
4600	man face
4601	guy
4602	left face
4603	woman
4604	sky
4605	man
4606	rock top left
4607	man in middle
4608	upper right corner
4609	left face
4610	white
4611	red
4612	green tree thing
4613	people
4614	middle person face
4615	middle person but click on the shirt
4616	ladys hands on the left™
4617	people
4618	childs face
4620	lady in red
4621	kid on the right his jacket
4622	top left
4623	right boy
4624	1st pic on back wall from the left light
4627	table
4629	left most painting
4631	painting on the left side of pic
4632	left corner
4633	cup
4634	the picture on the far left with leaves
4635	light
4636	second painting from left
4638	left picture
4639	picture beside the light on the left
4640	left most painting
4641	picture on top  in the middle highest picture
4642	sea
4643	water in front except the boat
4644	oprah house
4645	click anywhere
4646	bug
4647	lower right corner
4648	the cactus leaf on the bottom right
4649	anywhere in picture
4650	cactus
4651	jsut lick anywhere! lol
4652	on top
4653	anywhere
4654	leaf in the middle  little down
4655	far right cactus leaf
4656	anywhere in the picture
4657	bug
4658	red cactus
4659	bottom right leaf
4661	water
4664	any of the people on the bottom
4665	right beach
4667	top left sky
4668	person
4670	left window
4671	ground
4672	brick wall middle
4673	brown door bottom right
4674	top right window
4675	that shark looking motherfucker
4676	bottom white color portion of rocks
4677	sky
4678	mountians
4679	sky
4680	dude in middle
4681	lady on left
4682	person in blue right
4683	farthest on the right with hat
4684	water
4685	green bush
4687	red chair left corner
4688	front red chair left
4690	fog
4691	bottom wheel far left
4692	yellow bike
4693	got it
4694	white bike right side
4695	left bike facing us
4697	bike second from the right
4698	anyone on bike
4699	bike belonging to 14
4700	girl in purple front left
4701	head of yellow shirt girl
4702	carpet bottom left
4703	white table
4704	teacher in background
4705	the kid in the striped shirt with his back to the camera
4706	bike
4707	bike
4709	sky
4710	persons face with purple on
4712	bottom left grass
4714	sky
4715	blue fosters sign
4716	wall
4718	left bottom
4719	wall
4720	the brik wall
4721	sky
4722	the wall
4723	any rock
4724	wall
4726	building
4727	sky top left
4728	ashtray by white pole
4729	plants on the left
4730	white wall beneath the staircase
4731	white wall on right
4732	hat bottom dude is holding
4733	group
4735	left blk railing
4737	floor along bottom
4739	bottom
4741	kid on right
4742	face of kid in back middle
4743	kid on the left his face
4744	face kid on right
4745	window upper right
4746	face of kid at the top center
4747	lower middle boy's face
4748	the windoow in the middle in the back 
4749	face of boy on left
4750	boy to the left
4751	kid with 2001
4753	boy in upper left
4754	face in front middle
4755	chair on right side corner
4756	bamboo shade in the back
4757	front chair
4758	white mug second from the right
4759	mug left side closest to camera
4760	top left corner
4761	people on left side of table
4762	white mug in first person on right hand
4763	window
4765	guy in black jackets cup
4767	lady in plaid
4768	table
4769	blue middle dots
4770	chair
4771	bottles on back wall near top
4772	cup
4773	the empty area where there are no people in the left side
4774	woman in white bottom left
4775	empty sky
4776	tree fourth from right
4777	middle slightly left tree
4778	bottom
4779	palm tree furthest left
4780	fifth tree from the right
4782	palm tree furthest right
4786	animals roaming
4787	the sky
4788	palm tree far right
4789	left
4790	tall tree right
4791	tall tree far left
4792	tree on left
4793	third palm on right
4794	group of palm trees in center of screen little to the left
4795	upper right corner
4796	white arrow in the green plate
4797	salida sign
4798	light
4799	people
4800	water
4801	top left foliage
4802	sky top right
4804	anywhere in the center
4806	people
4807	mountains in the back
4808	upper left white sky
4809	clouds top right
4811	hay/grass
4812	hand thats waving
4814	water on left
4815	guys watch
4816	hat
4817	man
4818	trees
4819	hand in bottom
4820	man's face
4821	rt roof
4822	white column
4823	green chair
4826	room in back
4828	white table bottom right
4830	left ground
4831	the left chair at the first table on the right
4832	top left corner
4833	truck
4835	right side
4836	water falling in center of picture
4839	green far left frame
4840	2nd from left bike
4841	right guy
4842	4th bike from the left
4843	bike all the way on the right
4844	the 3rd bicycle from the right
4845	car
4846	4th from the right bike
4847	right bike
4848	bike on far left
4849	ground at bottom
4850	most right bike
4851	person in middle
4852	man in black 2nd from right
4853	person all the way to the left
4854	bike 2nd from the right
4855	third man on bike from right
4856	bike right
4857	dirt mountain
4858	third bike from left
4859	person second from right
4860	bottom
4861	girl in red on the left
4862	player striking the ball
4864	water left
4865	water right
4866	green grass near bottom center of picture
4867	sky
4868	top right
4869	people
4870	ground
4872	the window on bottom right
4873	wall bottom right
4876	hotel fontes w
4878	big window on right
4879	the bottom window on the right 
4880	the window on top of the hotel name
4881	gates left
4882	right window
4883	bottom right window
4885	center pole
4886	flags
4887	sky
4888	man wearing red hat on the second left
4889	woman rightest
4890	person far left
4891	ground
4892	or girl
4893	vehicle to left
4894	2person from the right
4895	car left
4896	woman on right yellow hat
4897	tallest dude green hat
4899	man 3rd on right
4900	left guy
4901	second person from left
4903	crown
4904	cake
4905	guys face
4906	 mickey hat
4907	woman
4908	palm tree on left
4910	people
4911	sky
4912	tree on right
4914	lower left
4915	fourwheeler
4916	trees on far left
4917	dude in front
4918	sky
4919	grass far left top
4920	guy in yellow
4921	very bottom of road
4922	the ground lower right corner
4923	sky
4924	empty space on right by guys pants in the orange
4925	top right light 
4927	sidewalk right
4928	ground
4929	anywhere on group
4932	tree left
4933	building
4934	mans face left side
4935	man in the background in the blue-gray shirt
4936	older man with goatee
4937	bottle with orange label
4938	water bottle on left front
4939	face only smiling chick back
4940	lady on right
4941	that asshole giving me that funky smile on the left front
4942	windows
4943	bottle with orange label
4945	left bottom tablecloth
4946	orange bottle
4947	glass of orange drink front left
4949	orange soda bottle left
4950	right place mat
4951	small bottle bottom center
4952	forested area on the left
4953	green steps
4954	the stone structures in the center of the image
4955	water
